Country Name,Country Code,Series Name,Series Code,2022 [YR2022]
Guinea,GIN,Total greenhouse gas emissions including LULUCF (Mt CO2e),EN.GHG.ALL.LU.MT.CE.AR5,62.2367
Guinea,GIN,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,..
Guinea,GIN,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,..
Guinea,GIN,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,..
Guinea,GIN,Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,..
Guinea,GIN,"Children out of school, primary, female",SE.PRM.UNER.FE,..
Guinea,GIN,"Children out of school, primary",SE.PRM.UNER,..
Guinea,GIN,Female primary school age children out-of-school (%),SE.LPV.PRIM.SD.FE,..
Guinea,GIN,"Children out of school, primary, male",SE.PRM.UNER.MA,..
Guinea,GIN,Lower secondary school starting age (years),SE.SEC.AGES,13
Guinea,GIN,Learning poverty: Share of Male Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),SE.LPV.PRIM.MA,..
Guinea,GIN,Male primary school age children out-of-school (%),SE.LPV.PRIM.SD.MA,..
Guinea,GIN,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,46
Guinea,GIN,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,2.18656352059565
Guinea,GIN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.432
Guinea,GIN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,59.191
Guinea,GIN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,61.605
Guinea-Bissau,GNB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.52987253058352
Guinea-Bissau,GNB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,3.18985313939591
Guinea-Bissau,GNB,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,0.9
Guinea-Bissau,GNB,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,0
Guinea-Bissau,GNB,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,1.7
Guinea-Bissau,GNB,Access to electricity (% of population),EG.ELC.ACCS.ZS,37.4
Guinea-Bissau,GNB,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,15.8
Guinea-Bissau,GNB,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,61
Guinea-Bissau,GNB,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..
Guinea-Bissau,GNB,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,..
Guinea-Bissau,GNB,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,..
Guinea-Bissau,GNB,"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",FX.OWN.TOTL.OL.ZS,..
Guinea-Bissau,GNB,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,..
Guinea-Bissau,GNB,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,..
Guinea-Bissau,GNB,"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)",FX.OWN.TOTL.60.ZS,..
Guinea-Bissau,GNB,"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",FX.OWN.TOTL.SO.ZS,..
Guinea-Bissau,GNB,"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",FX.OWN.TOTL.YG.ZS,..
Guinea-Bissau,GNB,Age dependency ratio (% of working-age population),SP.POP.DPND,74.8100197016606
Guinea-Bissau,GNB,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,5.40214053187011
Guinea-Bissau,GNB,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,69.4078791697904
Guinea-Bissau,GNB,Coverage of social insurance programs in 2nd quintile (% of population),per_si_allsi.cov_q2_tot,..
Guinea-Bissau,GNB,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..
Guinea-Bissau,GNB,Coverage of social insurance programs in 3rd quintile (% of population),per_si_allsi.cov_q3_tot,..
Guinea-Bissau,GNB,Coverage of social insurance programs in 4th quintile (% of population),per_si_allsi.cov_q4_tot,..
Guinea-Bissau,GNB,Coverage of social insurance programs in richest quintile (% of population),per_si_allsi.cov_q5_tot,..
Guinea-Bissau,GNB,Coverage of social protection and labor programs (% of population),per_allsp.cov_pop_tot,..
Guinea-Bissau,GNB,Nitrous oxide (N2O) emissions from Fugitive Emissions (Energy) (Mt CO2e),EN.GHG.N2O.FE.MT.CE.AR5,0.0028
Guinea-Bissau,GNB,Nitrous oxide (N2O) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.N2O.IC.MT.CE.AR5,0.0004
Guinea-Bissau,GNB,Nitrous oxide (N2O) emissions from Industrial Processes (Mt CO2e),EN.GHG.N2O.IP.MT.CE.AR5,0.0501
Guinea-Bissau,GNB,Nitrous oxide (N2O) emissions from Power Industry (Energy) (Mt CO2e),EN.GHG.N2O.PI.MT.CE.AR5,0.0002
Guinea-Bissau,GNB,Nitrous oxide (N2O) emissions from Transport (Energy) (Mt CO2e),EN.GHG.N2O.TR.MT.CE.AR5,0.0029
Guinea-Bissau,GNB,Nitrous oxide (N2O) emissions from Waste (Mt CO2e),EN.GHG.N2O.WA.MT.CE.AR5,0.017
Guinea-Bissau,GNB,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,3.1454
Guinea-Bissau,GNB,Total greenhouse gas emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.ALL.PC.CE.AR5,1.49387636076254
Guinea-Bissau,GNB,Total greenhouse gas emissions including LULUCF (Mt CO2e),EN.GHG.ALL.LU.MT.CE.AR5,-19.3993
Guinea-Bissau,GNB,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,..
Guinea-Bissau,GNB,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,..
Guinea-Bissau,GNB,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,..
Guinea-Bissau,GNB,Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,..
Guinea-Bissau,GNB,"Children out of school, primary, female",SE.PRM.UNER.FE,..
Guinea-Bissau,GNB,"Children out of school, primary",SE.PRM.UNER,..
Guinea-Bissau,GNB,Female primary school age children out-of-school (%),SE.LPV.PRIM.SD.FE,..
Guinea-Bissau,GNB,"Children out of school, primary, male",SE.PRM.UNER.MA,..
Guinea-Bissau,GNB,Lower secondary school starting age (years),SE.SEC.AGES,12
Guinea-Bissau,GNB,Learning poverty: Share of Male Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),SE.LPV.PRIM.MA,..
Guinea-Bissau,GNB,Male primary school age children out-of-school (%),SE.LPV.PRIM.SD.MA,..
Guinea-Bissau,GNB,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,49
Guinea-Bissau,GNB,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,2.0503449660325
Guinea-Bissau,GNB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.605
Guinea-Bissau,GNB,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,61.205
Guinea-Bissau,GNB,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,65.854
"Gambia, The",GMB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.49299823010114
"Gambia, The",GMB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,3.07381399019251
"Gambia, The",GMB,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,1.7
"Gambia, The",GMB,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,0.2
"Gambia, The",GMB,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,2.3
"Gambia, The",GMB,Access to electricity (% of population),EG.ELC.ACCS.ZS,65.4
"Gambia, The",GMB,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,31.2
"Gambia, The",GMB,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,82.8
"Gambia, The",GMB,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,33.0110184489268
"Gambia, The",GMB,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,28.0667337571841
"Gambia, The",GMB,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,38.3786815576996
"Gambia, The",GMB,"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",FX.OWN.TOTL.OL.ZS,37.7931101206606
"Gambia, The",GMB,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,28.7386767287828
"Gambia, The",GMB,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,24.6748077089139
"Gambia, The",GMB,"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)",FX.OWN.TOTL.60.ZS,35.8567806434311
"Gambia, The",GMB,"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",FX.OWN.TOTL.SO.ZS,47.1125783858861
"Gambia, The",GMB,"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",FX.OWN.TOTL.YG.ZS,24.9053224288556
"Gambia, The",GMB,Age dependency ratio (% of working-age population),SP.POP.DPND,78.8082209990315
"Gambia, The",GMB,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,5.16715181339982
"Gambia, The",GMB,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,73.6410691856317
"Gambia, The",GMB,Coverage of social insurance programs in 2nd quintile (% of population),per_si_allsi.cov_q2_tot,..
"Gambia, The",GMB,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..
"Gambia, The",GMB,Coverage of social insurance programs in 3rd quintile (% of population),per_si_allsi.cov_q3_tot,..
"Gambia, The",GMB,Coverage of social insurance programs in 4th quintile (% of population),per_si_allsi.cov_q4_tot,..
"Gambia, The",GMB,Coverage of social insurance programs in richest quintile (% of population),per_si_allsi.cov_q5_tot,..
"Gambia, The",GMB,Coverage of social protection and labor programs (% of population),per_allsp.cov_pop_tot,..
"Gambia, The",GMB,Nitrous oxide (N2O) emissions from Fugitive Emissions (Energy) (Mt CO2e),EN.GHG.N2O.FE.MT.CE.AR5,0.0025
"Gambia, The",GMB,Nitrous oxide (N2O) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.N2O.IC.MT.CE.AR5,0.0002
"Gambia, The",GMB,Nitrous oxide (N2O) emissions from Industrial Processes (Mt CO2e),EN.GHG.N2O.IP.MT.CE.AR5,0.0213
"Gambia, The",GMB,Nitrous oxide (N2O) emissions from Power Industry (Energy) (Mt CO2e),EN.GHG.N2O.PI.MT.CE.AR5,0.0002
"Gambia, The",GMB,Nitrous oxide (N2O) emissions from Transport (Energy) (Mt CO2e),EN.GHG.N2O.TR.MT.CE.AR5,0.0042
"Gambia, The",GMB,Nitrous oxide (N2O) emissions from Waste (Mt CO2e),EN.GHG.N2O.WA.MT.CE.AR5,0.0238
"Gambia, The",GMB,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,1.8163
"Gambia, The",GMB,Total greenhouse gas emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.ALL.PC.CE.AR5,0.688913585210528
"Gambia, The",GMB,Total greenhouse gas emissions including LULUCF (Mt CO2e),EN.GHG.ALL.LU.MT.CE.AR5,3.0083
"Gambia, The",GMB,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,..
"Gambia, The",GMB,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,..
"Gambia, The",GMB,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,..
"Gambia, The",GMB,Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,19.2435053836951
"Gambia, The",GMB,"Children out of school, primary, female",SE.PRM.UNER.FE,27946
"Gambia, The",GMB,"Children out of school, primary",SE.PRM.UNER,80033
"Gambia, The",GMB,Female primary school age children out-of-school (%),SE.LPV.PRIM.SD.FE,..
"Gambia, The",GMB,"Children out of school, primary, male",SE.PRM.UNER.MA,52087
"Gambia, The",GMB,Lower secondary school starting age (years),SE.SEC.AGES,13
"Gambia, The",GMB,Learning poverty: Share of Male Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),SE.LPV.PRIM.MA,..
"Gambia, The",GMB,Male primary school age children out-of-school (%),SE.LPV.PRIM.SD.MA,..
"Gambia, The",GMB,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,69
"Gambia, The",GMB,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,1.45046792251584
"Gambia, The",GMB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.859
"Gambia, The",GMB,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,63.207
"Gambia, The",GMB,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,66.5
Gabon,GAB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.03761449530657
Gabon,GAB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,0.747533658794609
Gabon,GAB,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,91
Gabon,GAB,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,49.9
Gabon,GAB,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,96
Gabon,GAB,Access to electricity (% of population),EG.ELC.ACCS.ZS,93.5
Gabon,GAB,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,29
Gabon,GAB,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,98.5
Gabon,GAB,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..
Gabon,GAB,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,..
Gabon,GAB,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,..
Gabon,GAB,"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",FX.OWN.TOTL.OL.ZS,..
Gabon,GAB,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,..
Gabon,GAB,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,..
Gabon,GAB,"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)",FX.OWN.TOTL.60.ZS,..
Gabon,GAB,"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",FX.OWN.TOTL.SO.ZS,..
Gabon,GAB,"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",FX.OWN.TOTL.YG.ZS,..
Gabon,GAB,Age dependency ratio (% of working-age population),SP.POP.DPND,68.8765794313179
Gabon,GAB,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,6.77417718810335
Gabon,GAB,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,62.1024022432145
Gabon,GAB,Coverage of social insurance programs in 2nd quintile (% of population),per_si_allsi.cov_q2_tot,..
Gabon,GAB,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..
Gabon,GAB,Coverage of social insurance programs in 3rd quintile (% of population),per_si_allsi.cov_q3_tot,..
Gabon,GAB,Coverage of social insurance programs in 4th quintile (% of population),per_si_allsi.cov_q4_tot,..
Gabon,GAB,Coverage of social insurance programs in richest quintile (% of population),per_si_allsi.cov_q5_tot,..
Gabon,GAB,Coverage of social protection and labor programs (% of population),per_allsp.cov_pop_tot,..
Gabon,GAB,Nitrous oxide (N2O) emissions from Fugitive Emissions (Energy) (Mt CO2e),EN.GHG.N2O.FE.MT.CE.AR5,0.0106
Gabon,GAB,Nitrous oxide (N2O) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.N2O.IC.MT.CE.AR5,0.1229
Gabon,GAB,Nitrous oxide (N2O) emissions from Industrial Processes (Mt CO2e),EN.GHG.N2O.IP.MT.CE.AR5,0.1395
Gabon,GAB,Nitrous oxide (N2O) emissions from Power Industry (Energy) (Mt CO2e),EN.GHG.N2O.PI.MT.CE.AR5,0.0023
Gabon,GAB,Nitrous oxide (N2O) emissions from Transport (Energy) (Mt CO2e),EN.GHG.N2O.TR.MT.CE.AR5,0.0019
Gabon,GAB,Nitrous oxide (N2O) emissions from Waste (Mt CO2e),EN.GHG.N2O.WA.MT.CE.AR5,0.0329
Gabon,GAB,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,19.9382
Gabon,GAB,Total greenhouse gas emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.ALL.PC.CE.AR5,8.20249906715919
Gabon,GAB,Total greenhouse gas emissions including LULUCF (Mt CO2e),EN.GHG.ALL.LU.MT.CE.AR5,-88.8628
Gabon,GAB,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,..
Gabon,GAB,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,..
Gabon,GAB,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,..
Gabon,GAB,Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,..
Gabon,GAB,"Children out of school, primary, female",SE.PRM.UNER.FE,..
Gabon,GAB,"Children out of school, primary",SE.PRM.UNER,..
Gabon,GAB,Female primary school age children out-of-school (%),SE.LPV.PRIM.SD.FE,..
Gabon,GAB,"Children out of school, primary, male",SE.PRM.UNER.MA,..
Gabon,GAB,Lower secondary school starting age (years),SE.SEC.AGES,11
Gabon,GAB,Learning poverty: Share of Male Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),SE.LPV.PRIM.MA,..
Gabon,GAB,Male primary school age children out-of-school (%),SE.LPV.PRIM.SD.MA,..
Gabon,GAB,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,127
Gabon,GAB,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.790375490334226
Gabon,GAB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.713
Gabon,GAB,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,65.362
Gabon,GAB,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,70.341
Ethiopia,ETH,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.32175988403378
Ethiopia,ETH,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2.59539967644373
Ethiopia,ETH,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,6.9
Ethiopia,ETH,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,0.3
Ethiopia,ETH,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,23.3
Ethiopia,ETH,Access to electricity (% of population),EG.ELC.ACCS.ZS,55.4
Ethiopia,ETH,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,43
Ethiopia,ETH,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,94
Ethiopia,ETH,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,46.4800688214244
Ethiopia,ETH,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,38.7371742509369
Ethiopia,ETH,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,54.6826000438185
Ethiopia,ETH,"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",FX.OWN.TOTL.OL.ZS,46.3206029551306
Ethiopia,ETH,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,34.6932353746637
Ethiopia,ETH,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,38.9729367372015
Ethiopia,ETH,"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)",FX.OWN.TOTL.60.ZS,54.2817158546488
Ethiopia,ETH,"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",FX.OWN.TOTL.SO.ZS,79.8790382883713
Ethiopia,ETH,"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",FX.OWN.TOTL.YG.ZS,46.824519705748
Ethiopia,ETH,Age dependency ratio (% of working-age population),SP.POP.DPND,74.9175852176508
Ethiopia,ETH,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,5.46515340367129
Ethiopia,ETH,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,69.4524318139795
Ethiopia,ETH,Coverage of social insurance programs in 2nd quintile (% of population),per_si_allsi.cov_q2_tot,..
Ethiopia,ETH,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..
Ethiopia,ETH,Coverage of social insurance programs in 3rd quintile (% of population),per_si_allsi.cov_q3_tot,..
Ethiopia,ETH,Coverage of social insurance programs in 4th quintile (% of population),per_si_allsi.cov_q4_tot,..
Ethiopia,ETH,Coverage of social insurance programs in richest quintile (% of population),per_si_allsi.cov_q5_tot,..
Ethiopia,ETH,Coverage of social protection and labor programs (% of population),per_allsp.cov_pop_tot,..
Ethiopia,ETH,Nitrous oxide (N2O) emissions from Fugitive Emissions (Energy) (Mt CO2e),EN.GHG.N2O.FE.MT.CE.AR5,0.2105
Ethiopia,ETH,Nitrous oxide (N2O) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.N2O.IC.MT.CE.AR5,0.019
Ethiopia,ETH,Nitrous oxide (N2O) emissions from Industrial Processes (Mt CO2e),EN.GHG.N2O.IP.MT.CE.AR5,1.595
Ethiopia,ETH,Nitrous oxide (N2O) emissions from Power Industry (Energy) (Mt CO2e),EN.GHG.N2O.PI.MT.CE.AR5,0
Ethiopia,ETH,Nitrous oxide (N2O) emissions from Transport (Energy) (Mt CO2e),EN.GHG.N2O.TR.MT.CE.AR5,0.0883
Ethiopia,ETH,Nitrous oxide (N2O) emissions from Waste (Mt CO2e),EN.GHG.N2O.WA.MT.CE.AR5,1.5603
Ethiopia,ETH,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,180.4636
Ethiopia,ETH,Total greenhouse gas emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.ALL.PC.CE.AR5,1.4392840149101
Ethiopia,ETH,Total greenhouse gas emissions including LULUCF (Mt CO2e),EN.GHG.ALL.LU.MT.CE.AR5,303.4974
Ethiopia,ETH,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,..
Ethiopia,ETH,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,..
Ethiopia,ETH,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,..
Ethiopia,ETH,Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,51.0717548913052
Ethiopia,ETH,"Children out of school, primary, female",SE.PRM.UNER.FE,2474048
Ethiopia,ETH,"Children out of school, primary",SE.PRM.UNER,4519772
Ethiopia,ETH,Female primary school age children out-of-school (%),SE.LPV.PRIM.SD.FE,..
Ethiopia,ETH,"Children out of school, primary, male",SE.PRM.UNER.MA,2045724
Ethiopia,ETH,Lower secondary school starting age (years),SE.SEC.AGES,13
Ethiopia,ETH,Learning poverty: Share of Male Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),SE.LPV.PRIM.MA,..
Ethiopia,ETH,Male primary school age children out-of-school (%),SE.LPV.PRIM.SD.MA,..
Ethiopia,ETH,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,116
Ethiopia,ETH,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.860779480365355
Ethiopia,ETH,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.897
Ethiopia,ETH,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,63.662
Ethiopia,ETH,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,70.313
Eswatini,SWZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.386070835562705
Eswatini,SWZ,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-0.628894036514311
Eswatini,SWZ,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,49.9
Eswatini,SWZ,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,31.1
Eswatini,SWZ,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,91.8
Eswatini,SWZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,82.3
Eswatini,SWZ,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,81.6
Eswatini,SWZ,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,86.1
Eswatini,SWZ,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,66.175800988905
Eswatini,SWZ,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,69.2155816082172
Eswatini,SWZ,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,62.3617223815041
Eswatini,SWZ,"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",FX.OWN.TOTL.OL.ZS,73.7458226727739
Eswatini,SWZ,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,61.2097726886318
Eswatini,SWZ,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,56.1535126728268
Eswatini,SWZ,"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)",FX.OWN.TOTL.60.ZS,69.4851740585701
Eswatini,SWZ,"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",FX.OWN.TOTL.SO.ZS,73.9987914845108
Eswatini,SWZ,"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",FX.OWN.TOTL.YG.ZS,46.597909860646
Eswatini,SWZ,Age dependency ratio (% of working-age population),SP.POP.DPND,61.200849569132
Eswatini,SWZ,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,6.47227791384755
